//char	type	Width	Filename
児	item	8	FontItem_E58590.png
貯	item	8	FontItem_E8B2AF.png
漁	item	8	FontItem_E6BC81.png
等	item	8	FontItem_E7AD89.png
甥	item	8	FontItem_E794A5.png
ｚ	item	6	FontItem_EFBD9A.png
建	item	8	FontItem_E5BBBA.png
伏	item	8	FontItem_E4BC8F.png
答	item	9	FontItem_E7AD94.png
字	item	8	FontItem_E5AD97.png
★	item	8	FontItem_E29885.png
忽	item	9	FontItem_E5BFBD.png
噛	item	10	FontItem_E5999B.png
○	item	6	FontItem_E2978B.png
寺	item	8	FontItem_E5AFBA.png
央	item	8	FontItem_E5A4AE.png
騒	item	10	FontItem_E9A892.png
復	item	8	FontItem_E5BEA9.png
像	item	8	FontItem_E5838F.png
万	item	8	FontItem_E4B887.png
除	item	9	FontItem_E999A4.png
骨	item	9	FontItem_E9AAA8.png
奥	item	9	FontItem_E5A5A5.png
持	item	9	FontItem_E68C81.png
統	item	9	FontItem_E7B5B1.png
理	item	8	FontItem_E79086.png
増	item	9	FontItem_E5A297.png
幅	item	8	FontItem_E5B985.png
傷	item	8	FontItem_E582B7.png
慢	item	9	FontItem_E685A2.png
◎	item	10	FontItem_E2978E.png
込	item	9	FontItem_E8BEBC.png
時	item	9	FontItem_E69982.png
償	item	9	FontItem_E5849F.png
服	item	9	FontItem_E69C8D.png
応	item	8	FontItem_E5BF9C.png
到	item	8	FontItem_E588B0.png
満	item	8	FontItem_E6BA80.png
憎	item	9	FontItem_E6868E.png
寵	item	9	FontItem_E5AFB5.png
ぁ	item	7	FontItem_E38181.png
勝	item	8	FontItem_E58B9D.png
福	item	8	FontItem_E7A68F.png
供	item	8	FontItem_E4BE9B.png
次	item	8	FontItem_E6ACA1.png
押	item	8	FontItem_E68ABC.png
あ	item	8	FontItem_E38182.png
箱	item	8	FontItem_E7AEB1.png
頃	item	8	FontItem_E9A083.png
権	item	9	FontItem_E6A8A9.png
裏	item	8	FontItem_E8A38F.png
腹	item	8	FontItem_E885B9.png
ぃ	item	8	FontItem_E38183.png
今	item	8	FontItem_E4BB8A.png
治	item	8	FontItem_E6B2BB.png
味	item	9	FontItem_E591B3.png
複	item	9	FontItem_E8A487.png
寸	item	8	FontItem_E5AFB8.png
横	item	9	FontItem_E6A8AA.png
い	item	7	FontItem_E38184.png
討	item	8	FontItem_E8A88E.png
世	item	8	FontItem_E4B896.png
未	item	8	FontItem_E69CAA.png
弔	item	8	FontItem_E5BC94.png
造	item	8	FontItem_E980A0.png
犬	item	8	FontItem_E78AAC.png
困	item	8	FontItem_E59BB0.png
里	item	8	FontItem_E9878C.png
△	item	9	FontItem_E296B3.png
ぅ	item	8	FontItem_E38185.png
離	item	10	FontItem_E99BA2.png
哀	item	8	FontItem_E59380.png
う	item	7	FontItem_E38186.png
王	item	8	FontItem_E78E8B.png
愛	item	9	FontItem_E6849B.png
陸	item	8	FontItem_E999B8.png
商	item	8	FontItem_E59586.png
共	item	8	FontItem_E585B1.png
側	item	8	FontItem_E581B4.png
筈	item	8	FontItem_E7AD88.png
研	item	9	FontItem_E7A094.png
ぇ	item	8	FontItem_E38187.png
婚	item	9	FontItem_E5A99A.png
払	item	8	FontItem_E68995.png
唱	item	8	FontItem_E594B1.png
徴	item	9	FontItem_E5BEB4.png
え	item	8	FontItem_E38188.png
率	item	8	FontItem_E78E87.png
示	item	8	FontItem_E7A4BA.png
協	item	9	FontItem_E58D94.png
逃	item	8	FontItem_E98083.png
ぉ	item	8	FontItem_E38189.png
〒	item	8	FontItem_E38092.png
挑	item	8	FontItem_E68C91.png
立	item	8	FontItem_E7AB8B.png
制	item	8	FontItem_E588B6.png
密	item	8	FontItem_E5AF86.png
肌	item	9	FontItem_E8828C.png
息	item	8	FontItem_E681AF.png
刊	item	8	FontItem_E5888A.png
お	item	8	FontItem_E3818A.png
→	item	6	FontItem_E28692.png
物	item	8	FontItem_E789A9.png
卿	item	9	FontItem_E58DBF.png
耳	item	8	FontItem_E880B3.png
勢	item	9	FontItem_E58BA2.png
肩	item	8	FontItem_E882A9.png
か	item	8	FontItem_E3818B.png
自	item	7	FontItem_E887AA.png
罠	item	8	FontItem_E7BDA0.png
見	item	8	FontItem_E8A68B.png
黄	item	8	FontItem_E9BB84.png
束	item	8	FontItem_E69D9F.png
朝	item	8	FontItem_E69C9D.png
が	item	8	FontItem_E3818C.png
分	item	8	FontItem_E58886.png
征	item	8	FontItem_E5BE81.png
略	item	9	FontItem_E795A5.png
頭	item	8	FontItem_E9A0AD.png
巻	item	8	FontItem_E5B7BB.png
根	item	8	FontItem_E6A0B9.png
八	item	9	FontItem_E585AB.png
き	item	7	FontItem_E3818D.png
境	item	9	FontItem_E5A283.png
悪	item	8	FontItem_E682AA.png
将	item	9	FontItem_E5B086.png
性	item	9	FontItem_E680A7.png
賢	item	8	FontItem_E8B3A2.png
足	item	8	FontItem_E8B6B3.png
辞	item	9	FontItem_E8BE9E.png
ぎ	item	8	FontItem_E3818E.png
闘	item	8	FontItem_E99798.png
速	item	9	FontItem_E9809F.png
小	item	8	FontItem_E5B08F.png
町	item	8	FontItem_E794BA.png
峡	item	9	FontItem_E5B3A1.png
成	item	8	FontItem_E68890.png
脈	item	9	FontItem_E88488.png
流	item	9	FontItem_E6B581.png
混	item	8	FontItem_E6B7B7.png
握	item	9	FontItem_E68FA1.png
く	item	6	FontItem_E3818F.png
強	item	8	FontItem_E5BCB7.png
発	item	9	FontItem_E799BA.png
政	item	8	FontItem_E694BF.png
少	item	8	FontItem_E5B091.png
遣	item	9	FontItem_E981A3.png
働	item	9	FontItem_E5838D.png
妙	item	9	FontItem_E5A699.png
鹿	item	8	FontItem_E9B9BF.png
ぐ	item	7	FontItem_E38190.png
動	item	8	FontItem_E58B95.png
屋	item	8	FontItem_E5B18B.png
完	item	8	FontItem_E5AE8C.png
式	item	8	FontItem_E5BC8F.png
属	item	8	FontItem_E5B19E.png
整	item	8	FontItem_E695B4.png
け	item	7	FontItem_E38191.png
賊	item	9	FontItem_E8B38A.png
星	item	8	FontItem_E6989F.png
同	item	8	FontItem_E5908C.png
民	item	8	FontItem_E6B091.png
識	item	9	FontItem_E8AD98.png
官	item	8	FontItem_E5AE98.png
憶	item	10	FontItem_E686B6.png
留	item	8	FontItem_E79599.png
険	item	8	FontItem_E999BA.png
髪	item	9	FontItem_E9ABAA.png
げ	item	9	FontItem_E38192.png
恐	item	9	FontItem_E68190.png
族	item	9	FontItem_E6978F.png
伐	item	8	FontItem_E4BC90.png
堂	item	8	FontItem_E5A082.png
魂	item	8	FontItem_E9AD82.png
晴	item	9	FontItem_E699B4.png
床	item	8	FontItem_E5BA8A.png
眠	item	9	FontItem_E79CA0.png
こ	item	6	FontItem_E38193.png
続	item	9	FontItem_E7B69A.png
務	item	9	FontItem_E58B99.png
験	item	9	FontItem_E9A893.png
導	item	8	FontItem_E5B08E.png
罰	item	8	FontItem_E7BDB0.png
奮	item	8	FontItem_E5A5AE.png
ご	item	7	FontItem_E38194.png
挟	item	9	FontItem_E68C9F.png
抜	item	8	FontItem_E68A9C.png
調	item	9	FontItem_E8AABF.png
夢	item	8	FontItem_E5A4A2.png
佐	item	8	FontItem_E4BD90.png
さ	item	6	FontItem_E38195.png
元	item	8	FontItem_E58583.png
竜	item	8	FontItem_E7AB9C.png
無	item	9	FontItem_E784A1.png
正	item	8	FontItem_E6ADA3.png
圧	item	8	FontItem_E59CA7.png
教	item	9	FontItem_E69599.png
承	item	9	FontItem_E689BF.png
ざ	item	7	FontItem_E38196.png
原	item	8	FontItem_E58E9F.png
俺	item	8	FontItem_E4BFBA.png
橋	item	9	FontItem_E6A98B.png
感	item	8	FontItem_E6849F.png
超	item	8	FontItem_E8B685.png
清	item	9	FontItem_E6B885.png
洞	item	8	FontItem_E6B49E.png
し	item	7	FontItem_E38197.png
扱	item	8	FontItem_E689B1.png
侶	item	8	FontItem_E4BEB6.png
況	item	8	FontItem_E6B381.png
牲	item	8	FontItem_E789B2.png
招	item	8	FontItem_E68B9B.png
七	item	8	FontItem_E4B883.png
厳	item	9	FontItem_E58EB3.png
じ	item	7	FontItem_E38198.png
恩	item	9	FontItem_E681A9.png
生	item	8	FontItem_E7949F.png
文	item	8	FontItem_E69687.png
狂	item	8	FontItem_E78B82.png
存	item	8	FontItem_E5AD98.png
左	item	8	FontItem_E5B7A6.png
霧	item	8	FontItem_E99CA7.png
叱	item	9	FontItem_E58FB1.png
す	item	8	FontItem_E38199.png
旅	item	9	FontItem_E69785.png
長	item	8	FontItem_E995B7.png
孫	item	9	FontItem_E5ADAB.png
盛	item	9	FontItem_E79B9B.png
聞	item	8	FontItem_E8819E.png
差	item	8	FontItem_E5B7AE.png
温	item	9	FontItem_E6B8A9.png
換	item	9	FontItem_E68F9B.png
ず	item	9	FontItem_E3819A.png
失	item	8	FontItem_E5A4B1.png
精	item	8	FontItem_E7B2BE.png
減	item	9	FontItem_E6B89B.png
昇	item	8	FontItem_E69887.png
虜	item	8	FontItem_E8999C.png
尊	item	9	FontItem_E5B08A.png
頂	item	8	FontItem_E9A082.png
穏	item	9	FontItem_E7A98F.png
せ	item	8	FontItem_E3819B.png
聖	item	8	FontItem_E88196.png
道	item	9	FontItem_E98193.png
併	item	8	FontItem_E4BDB5.png
了	item	8	FontItem_E4BA86.png
音	item	8	FontItem_E99FB3.png
鳥	item	8	FontItem_E9B3A5.png
損	item	8	FontItem_E6908D.png
隼	item	8	FontItem_E99ABC.png
胸	item	9	FontItem_E883B8.png
源	item	9	FontItem_E6BA90.png
ぜ	item	8	FontItem_E3819C.png
兵	item	8	FontItem_E585B5.png
村	item	8	FontItem_E69D91.png
下	item	8	FontItem_E4B88B.png
声	item	8	FontItem_E5A3B0.png
室	item	8	FontItem_E5AEA4.png
娘	item	8	FontItem_E5A898.png
⊆	item	8	FontItem_E28A86.png
伴	item	9	FontItem_E4BCB4.png
ｺ	item	6	FontItem_EFBDBA.png
そ	item	10	FontItem_E3819D.png
現	item	8	FontItem_E78FBE.png
砂	item	9	FontItem_E7A082.png
興	item	8	FontItem_E88888.png
化	item	8	FontItem_E58C96.png
峠	item	8	FontItem_E5B3A0.png
塀	item	9	FontItem_E5A180.png
判	item	8	FontItem_E588A4.png
⊇	item	7	FontItem_E28A87.png
ぞ	item	8	FontItem_E3819E.png
両	item	8	FontItem_E4B8A1.png
西	item	8	FontItem_E8A5BF.png
他	item	9	FontItem_E4BB96.png
名	item	7	FontItem_E5908D.png
半	item	8	FontItem_E58D8A.png
仮	item	8	FontItem_E4BBAE.png
直	item	8	FontItem_E79BB4.png
た	item	8	FontItem_E3819F.png
何	item	9	FontItem_E4BD95.png
多	item	7	FontItem_E5A49A.png
命	item	8	FontItem_E591BD.png
平	item	8	FontItem_E5B9B3.png
誠	item	9	FontItem_E8AAA0.png
反	item	8	FontItem_E58F8D.png
歓	item	9	FontItem_E6AD93.png
郷	item	9	FontItem_E983B7.png
舷	item	9	FontItem_E888B7.png
だ	item	8	FontItem_E381A0.png
沈	item	8	FontItem_E6B288.png
言	item	8	FontItem_E8A880.png
明	item	8	FontItem_E6988E.png
太	item	8	FontItem_E5A4AA.png
得	item	9	FontItem_E5BE97.png
誓	item	8	FontItem_E8AA93.png
汗	item	8	FontItem_E6B197.png
疾	item	8	FontItem_E796BE.png
ち	item	8	FontItem_E381A1.png
盟	item	8	FontItem_E79B9F.png
質	item	8	FontItem_E8B3AA.png
請	item	8	FontItem_E8AB8B.png
柄	item	8	FontItem_E69F84.png
価	item	8	FontItem_E4BEA1.png
α	item	8	FontItem_CEB1.png
料	item	9	FontItem_E69699.png
響	item	9	FontItem_E99FBF.png
漢	item	9	FontItem_E6BCA2.png
ぢ	item	8	FontItem_E381A2.png
安	item	8	FontItem_E5AE89.png
座	item	8	FontItem_E5BAA7.png
迷	item	8	FontItem_E8BFB7.png
限	item	8	FontItem_E99990.png
実	item	8	FontItem_E5AE9F.png
逝	item	9	FontItem_E9809D.png
並	item	8	FontItem_E4B8A6.png
っ	item	7	FontItem_E381A3.png
加	item	8	FontItem_E58AA0.png
消	item	8	FontItem_E6B688.png
特	item	9	FontItem_E789B9.png
銘	item	8	FontItem_E98A98.png
つ	item	7	FontItem_E381A4.png
可	item	8	FontItem_E58FAF.png
個	item	8	FontItem_E5808B.png
猟	item	9	FontItem_E78C9F.png
閉	item	8	FontItem_E99689.png
渉	item	8	FontItem_E6B889.png
青	item	8	FontItem_E99D92.png
板	item	8	FontItem_E69DBF.png
督	item	8	FontItem_E79DA3.png
づ	item	8	FontItem_E381A5.png
ε	item	7	FontItem_CEB5.png
暗	item	9	FontItem_E69A97.png
古	item	8	FontItem_E58FA4.png
陛	item	9	FontItem_E9999B.png
姪	item	9	FontItem_E5A7AA.png
甘	item	8	FontItem_E79498.png
静	item	9	FontItem_E99D99.png
て	item	7	FontItem_E381A6.png
再	item	8	FontItem_E5868D.png
焼	item	9	FontItem_E784BC.png
呼	item	8	FontItem_E591BC.png
案	item	8	FontItem_E6A188.png
牝	item	8	FontItem_E7899D.png
監	item	8	FontItem_E79BA3.png
で	item	7	FontItem_E381A7.png
最	item	8	FontItem_E69C80.png
税	item	8	FontItem_E7A88E.png
滅	item	9	FontItem_E6BB85.png
打	item	8	FontItem_E68993.png
闇	item	8	FontItem_E99787.png
嫁	item	9	FontItem_E5AB81.png
固	item	8	FontItem_E59BBA.png
毒	item	8	FontItem_E6AF92.png
焦	item	9	FontItem_E784A6.png
看	item	8	FontItem_E79C8B.png
と	item	7	FontItem_E381A8.png
家	item	8	FontItem_E5AEB6.png
独	item	9	FontItem_E78BAC.png
業	item	8	FontItem_E6A5AD.png
ど	item	7	FontItem_E381A9.png
塞	item	8	FontItem_E5A19E.png
追	item	8	FontItem_E8BFBD.png
孤	item	10	FontItem_E5ADA4.png
良	item	7	FontItem_E889AF.png
局	item	8	FontItem_E5B180.png
管	item	9	FontItem_E7AEA1.png
壁	item	9	FontItem_E5A381.png
寡	item	9	FontItem_E5AFA1.png
読	item	9	FontItem_E8AAAD.png
な	item	8	FontItem_E381AA.png
以	item	9	FontItem_E4BBA5.png
妻	item	8	FontItem_E5A6BB.png
簡	item	8	FontItem_E7B0A1.png
己	item	7	FontItem_E5B7B1.png
に	item	7	FontItem_E381AB.png
痛	item	8	FontItem_E7979B.png
惜	item	8	FontItem_E6839C.png
宰	item	8	FontItem_E5AEB0.png
極	item	9	FontItem_E6A5B5.png
庫	item	8	FontItem_E5BAAB.png
碧	item	8	FontItem_E7A2A7.png
暇	item	9	FontItem_E69A87.png
ぬ	item	9	FontItem_E381AC.png
位	item	8	FontItem_E4BD8D.png
写	item	8	FontItem_E58699.png
玉	item	8	FontItem_E78E89.png
果	item	8	FontItem_E69E9C.png
別	item	8	FontItem_E588A5.png
面	item	8	FontItem_E99DA2.png
通	item	9	FontItem_E9809A.png
量	item	8	FontItem_E9878F.png
ね	item	9	FontItem_E381AD.png
才	item	8	FontItem_E6898D.png
突	item	8	FontItem_E7AA81.png
射	item	9	FontItem_E5B084.png
の	item	8	FontItem_E381AE.png
領	item	8	FontItem_E9A098.png
偉	item	8	FontItem_E58189.png
昔	item	8	FontItem_E69894.png
体	item	8	FontItem_E4BD93.png
称	item	9	FontItem_E7A7B0.png
捨	item	9	FontItem_E68DA8.png
歌	item	9	FontItem_E6AD8C.png
故	item	8	FontItem_E69585.png
販	item	9	FontItem_E8B2A9.png
は	item	8	FontItem_E381AF.png
力	item	8	FontItem_E58A9B.png
囲	item	8	FontItem_E59BB2.png
章	item	8	FontItem_E7ABA0.png
模	item	8	FontItem_E6A8A1.png
河	item	8	FontItem_E6B2B3.png
赦	item	9	FontItem_E8B5A6.png
届	item	8	FontItem_E5B18A.png
ば	item	8	FontItem_E381B0.png
石	item	8	FontItem_E79FB3.png
火	item	8	FontItem_E781AB.png
対	item	8	FontItem_E5AFBE.png
緑	item	9	FontItem_E7B791.png
笑	item	8	FontItem_E7AC91.png
湖	item	9	FontItem_E6B996.png
ぱ	item	8	FontItem_E381B1.png
変	item	8	FontItem_E5A489.png
委	item	8	FontItem_E5A794.png
積	item	8	FontItem_E7A98D.png
済	item	9	FontItem_E6B888.png
ひ	item	8	FontItem_E381B2.png
災	item	8	FontItem_E781BD.png
威	item	9	FontItem_E5A881.png
片	item	8	FontItem_E78987.png
諌	item	8	FontItem_E8AB8C.png
墟	item	9	FontItem_E5A29F.png
び	item	8	FontItem_E381B3.png
帯	item	8	FontItem_E5B8AF.png
林	item	9	FontItem_E69E97.png
績	item	8	FontItem_E7B8BE.png
毛	item	8	FontItem_E6AF9B.png
ぴ	item	8	FontItem_E381B4.png
者	item	8	FontItem_E88085.png
待	item	8	FontItem_E5BE85.png
猛	item	9	FontItem_E78C9B.png
還	item	8	FontItem_E98284.png
編	item	8	FontItem_E7B7A8.png
稼	item	9	FontItem_E7A8BC.png
ふ	item	8	FontItem_E381B5.png
辺	item	8	FontItem_E8BEBA.png
意	item	8	FontItem_E6848F.png
責	item	8	FontItem_E8B2AC.png
砕	item	8	FontItem_E7A095.png
謝	item	9	FontItem_E8AC9D.png
ぶ	item	8	FontItem_E381B6.png
砦	item	8	FontItem_E7A0A6.png
間	item	8	FontItem_E99693.png
赤	item	8	FontItem_E8B5A4.png
返	item	8	FontItem_E8BF94.png
車	item	8	FontItem_E8BB8A.png
態	item	8	FontItem_E6858B.png
番	item	8	FontItem_E795AA.png
花	item	8	FontItem_E88AB1.png
屯	item	8	FontItem_E5B1AF.png
ぷ	item	8	FontItem_E381B7.png
祭	item	8	FontItem_E7A5AD.png
易	item	8	FontItem_E69893.png
跡	item	9	FontItem_E8B7A1.png
臨	item	9	FontItem_E887A8.png
虎	item	9	FontItem_E8998E.png
へ	item	8	FontItem_E381B8.png
誇	item	9	FontItem_E8AA87.png
関	item	8	FontItem_E996A2.png
便	item	8	FontItem_E4BEBF.png
禁	item	8	FontItem_E7A681.png
輪	item	10	FontItem_E8BCAA.png
替	item	8	FontItem_E69BBF.png
べ	item	8	FontItem_E381B9.png
隣	item	9	FontItem_E99AA3.png
邪	item	9	FontItem_E982AA.png
勉	item	8	FontItem_E58B89.png
細	item	9	FontItem_E7B4B0.png
陥	item	8	FontItem_E999A5.png
為	item	8	FontItem_E782BA.png
荷	item	8	FontItem_E88DB7.png
潰	item	10	FontItem_E6BDB0.png
儲	item	10	FontItem_E584B2.png
ぺ	item	8	FontItem_E381BA.png
筋	item	8	FontItem_E7AD8B.png
切	item	8	FontItem_E58887.png
蛮	item	8	FontItem_E89BAE.png
借	item	8	FontItem_E5809F.png
証	item	8	FontItem_E8A8BC.png
木	item	8	FontItem_E69CA8.png
ほ	item	8	FontItem_E381BB.png
黙	item	9	FontItem_E9BB99.png
異	item	8	FontItem_E795B0.png
雇	item	8	FontItem_E99B87.png
胎	item	8	FontItem_E8838E.png
弁	item	8	FontItem_E5BC81.png
館	item	9	FontItem_E9A4A8.png
菓	item	8	FontItem_E88F93.png
ぼ	item	8	FontItem_E381BC.png
目	item	7	FontItem_E79BAE.png
移	item	8	FontItem_E7A7BB.png
接	item	8	FontItem_E68EA5.png
卑	item	8	FontItem_E58D91.png
顧	item	9	FontItem_E9A1A7.png
詳	item	8	FontItem_E8A9B3.png
ぽ	item	8	FontItem_E381BD.png
保	item	9	FontItem_E4BF9D.png
否	item	8	FontItem_E590A6.png
維	item	8	FontItem_E7B6AD.png
丸	item	9	FontItem_E4B8B8.png
際	item	9	FontItem_E99A9B.png
ま	item	7	FontItem_E381BE.png
賞	item	8	FontItem_E8B39E.png
灼	item	8	FontItem_E781BC.png
涙	item	8	FontItem_E6B699.png
妃	item	8	FontItem_E5A683.png
五	item	8	FontItem_E4BA94.png
爪	item	9	FontItem_E788AA.png
折	item	9	FontItem_E68A98.png
み	item	8	FontItem_E381BF.png
岸	item	8	FontItem_E5B2B8.png
爵	item	9	FontItem_E788B5.png
貨	item	8	FontItem_E8B2A8.png
在	item	8	FontItem_E59CA8.png
設	item	9	FontItem_E8A8AD.png
鈍	item	8	FontItem_E9888D.png
貸	item	8	FontItem_E8B2B8.png
互	item	8	FontItem_E4BA92.png
む	item	8	FontItem_E38280.png
彼	item	8	FontItem_E5BDBC.png
退	item	8	FontItem_E98080.png
類	item	9	FontItem_E9A19E.png
巫	item	8	FontItem_E5B7AB.png
め	item	8	FontItem_E38281.png
近	item	8	FontItem_E8BF91.png
捕	item	9	FontItem_E68D95.png
悲	item	9	FontItem_E682B2.png
罪	item	8	FontItem_E7BDAA.png
令	item	8	FontItem_E4BBA4.png
節	item	8	FontItem_E7AF80.png
戻	item	8	FontItem_E688BB.png
過	item	9	FontItem_E9818E.png
衣	item	8	FontItem_E8A1A3.png
も	item	8	FontItem_E38282.png
内	item	8	FontItem_E58685.png
財	item	8	FontItem_E8B2A1.png
金	item	9	FontItem_E98791.png
隊	item	9	FontItem_E99A8A.png
歩	item	8	FontItem_E6ADA9.png
説	item	8	FontItem_E8AAAC.png
扉	item	8	FontItem_E68989.png
ゃ	item	8	FontItem_E38283.png
若	item	8	FontItem_E88BA5.png
眼	item	9	FontItem_E79CBC.png
低	item	8	FontItem_E4BD8E.png
裔	item	8	FontItem_E8A394.png
障	item	9	FontItem_E99A9C.png
吟	item	9	FontItem_E5909F.png
雪	item	8	FontItem_E99BAA.png
例	item	9	FontItem_E4BE8B.png
違	item	8	FontItem_E98195.png
や	item	8	FontItem_E38284.png
絶	item	8	FontItem_E7B5B6.png
銀	item	8	FontItem_E98A80.png
冷	item	9	FontItem_E586B7.png
岩	item	8	FontItem_E5B2A9.png
遺	item	9	FontItem_E981BA.png
問	item	8	FontItem_E5958F.png
停	item	8	FontItem_E5819C.png
補	item	9	FontItem_E8A39C.png
ゅ	item	8	FontItem_E38285.png
後	item	8	FontItem_E5BE8C.png
上	item	8	FontItem_E4B88A.png
代	item	8	FontItem_E4BBA3.png
弱	item	8	FontItem_E5BCB1.png
舌	item	8	FontItem_E8888C.png
九	item	8	FontItem_E4B99D.png
偵	item	9	FontItem_E581B5.png
励	item	10	FontItem_E58AB1.png
ゆ	item	8	FontItem_E38286.png
紋	item	9	FontItem_E7B48B.png
謎	item	9	FontItem_E8AC8E.png
御	item	9	FontItem_E5BEA1.png
我	item	8	FontItem_E68891.png
台	item	8	FontItem_E58FB0.png
丈	item	8	FontItem_E4B888.png
比	item	9	FontItem_E6AF94.png
ょ	item	7	FontItem_E38287.png
大	item	8	FontItem_E5A4A7.png
主	item	8	FontItem_E4B8BB.png
門	item	8	FontItem_E99680.png
牙	item	8	FontItem_E78999.png
募	item	8	FontItem_E58B9F.png
悟	item	8	FontItem_E6829F.png
句	item	8	FontItem_E58FA5.png
よ	item	8	FontItem_E38288.png
取	item	8	FontItem_E58F96.png
域	item	9	FontItem_E59F9F.png
先	item	8	FontItem_E58588.png
第	item	8	FontItem_E7ACAC.png
墓	item	8	FontItem_E5A293.png
乗	item	8	FontItem_E4B997.png
画	item	8	FontItem_E794BB.png
ら	item	7	FontItem_E38289.png
守	item	8	FontItem_E5AE88.png
千	item	8	FontItem_E58D83.png
礼	item	8	FontItem_E7A4BC.png
顔	item	9	FontItem_E9A194.png
育	item	8	FontItem_E882B2.png
冗	item	8	FontItem_E58697.png
咲	item	8	FontItem_E592B2.png
り	item	6	FontItem_E3828A.png
占	item	7	FontItem_E58DA0.png
願	item	9	FontItem_E9A198.png
手	item	8	FontItem_E6898B.png
定	item	8	FontItem_E5AE9A.png
題	item	8	FontItem_E9A18C.png
芽	item	8	FontItem_E88ABD.png
る	item	7	FontItem_E3828B.png
帝	item	8	FontItem_E5B89D.png
城	item	9	FontItem_E59F8E.png
秘	item	9	FontItem_E7A798.png
暮	item	8	FontItem_E69AAE.png
宣	item	8	FontItem_E5AEA3.png
夜	item	8	FontItem_E5A49C.png
れ	item	8	FontItem_E3828C.png
苦	item	8	FontItem_E88BA6.png
場	item	9	FontItem_E5A0B4.png
母	item	9	FontItem_E6AF8D.png
隷	item	8	FontItem_E99AB7.png
語	item	8	FontItem_E8AA9E.png
殊	item	9	FontItem_E6AE8A.png
一	item	7	FontItem_E4B880.png
底	item	8	FontItem_E5BA95.png
専	item	8	FontItem_E5B082.png
鉤	item	8	FontItem_E989A4.png
ろ	item	7	FontItem_E3828D.png
危	item	8	FontItem_E58DB1.png
雅	item	8	FontItem_E99B85.png
狩	item	8	FontItem_E78BA9.png
誤	item	9	FontItem_E8AAA4.png
庭	item	9	FontItem_E5BAAD.png
南	item	8	FontItem_E58D97.png
喜	item	8	FontItem_E5969C.png
野	item	8	FontItem_E9878E.png
廷	item	8	FontItem_E5BBB7.png
駆	item	9	FontItem_E9A786.png
護	item	9	FontItem_E8ADB7.png
作	item	8	FontItem_E4BD9C.png
川	item	7	FontItem_E5B79D.png
霊	item	8	FontItem_E99C8A.png
卓	item	8	FontItem_E58D93.png
嬢	item	9	FontItem_E5ACA2.png
わ	item	8	FontItem_E3828F.png
戦	item	8	FontItem_E688A6.png
弟	item	8	FontItem_E5BC9F.png
種	item	9	FontItem_E7A8AE.png
器	item	8	FontItem_E599A8.png
被	item	9	FontItem_E8A2AB.png
倣	item	9	FontItem_E580A3.png
削	item	8	FontItem_E5898A.png
常	item	8	FontItem_E5B8B8.png
情	item	8	FontItem_E68385.png
矢	item	8	FontItem_E79FA2.png
基	item	9	FontItem_E59FBA.png
稲	item	9	FontItem_E7A8B2.png
会	item	8	FontItem_E4BC9A.png
包	item	8	FontItem_E58C85.png
難	item	9	FontItem_E99BA3.png
具	item	8	FontItem_E585B7.png
抵	item	8	FontItem_E68AB5.png
暦	item	8	FontItem_E69AA6.png
奇	item	8	FontItem_E5A587.png
を	item	8	FontItem_E38292.png
解	item	8	FontItem_E8A7A3.png
歴	item	8	FontItem_E6ADB4.png
択	item	8	FontItem_E68A9E.png
役	item	9	FontItem_E5BDB9.png
交	item	8	FontItem_E4BAA4.png
条	item	8	FontItem_E69DA1.png
避	item	9	FontItem_E981BF.png
汝	item	9	FontItem_E6B19D.png
酒	item	8	FontItem_E98592.png
ん	item	8	FontItem_E38293.png
杖	item	8	FontItem_E69D96.png
回	item	8	FontItem_E59B9E.png
非	item	8	FontItem_E99D9E.png
報	item	8	FontItem_E5A0B1.png
約	item	8	FontItem_E7B484.png
拓	item	8	FontItem_E68B93.png
寄	item	8	FontItem_E5AF84.png
首	item	8	FontItem_E9A696.png
二	item	7	FontItem_E4BA8C.png
飛	item	8	FontItem_E9A39B.png
侯	item	8	FontItem_E4BEAF.png
劣	item	8	FontItem_E58AA3.png
薬	item	8	FontItem_E896AC.png
状	item	8	FontItem_E78AB6.png
宝	item	8	FontItem_E5AE9D.png
受	item	8	FontItem_E58F97.png
空	item	8	FontItem_E7A9BA.png
壊	item	9	FontItem_E5A38A.png
印	item	8	FontItem_E58DB0.png
希	item	8	FontItem_E5B88C.png
訳	item	8	FontItem_E8A8B3.png
烈	item	8	FontItem_E78388.png
呪	item	8	FontItem_E591AA.png
裂	item	8	FontItem_E8A382.png
躍	item	9	FontItem_E8BA8D.png
幾	item	9	FontItem_E5B9BE.png
備	item	8	FontItem_E58299.png
光	item	8	FontItem_E58589.png
員	item	8	FontItem_E593A1.png
託	item	8	FontItem_E8A897.png
快	item	9	FontItem_E5BFAB.png
匂	item	8	FontItem_E58C82.png
忌	item	9	FontItem_E5BF8C.png
公	item	8	FontItem_E585AC.png
揮	item	9	FontItem_E68FAE.png
恋	item	8	FontItem_E6818B.png
崩	item	8	FontItem_E5B4A9.png
授	item	9	FontItem_E68E88.png
怪	item	8	FontItem_E680AA.png
因	item	8	FontItem_E59BA0.png
程	item	8	FontItem_E7A88B.png
遇	item	9	FontItem_E98187.png
悔	item	9	FontItem_E68294.png
肉	item	8	FontItem_E88289.png
功	item	8	FontItem_E58A9F.png
